correction_count,coverage_ratio,hallucination_suspected,issues,manifest_artifact_count,manifest_hash_mismatches,manifest_missing_artifacts,manifest_raw_hash_mismatches,package_ok,paragraph_count,paragraph_max_chars,paragraph_median_chars,paragraph_min_chars,path,quality_flags,quality_score,quality_state,repetition_detected,segment_bad_rows,segment_count,segment_count_reported,segment_empty_text,segment_overlaps,segment_total_duration,transcript_chars,transcript_segment_char_ratio,transcript_segment_token_jaccard,transcript_words,video_id,warnings
1,0.8283434331313374,False,,5,0,0,0,True,4,467,370.0,34,scripts/ingestion/corpus/Q_CMuXKuvoU,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,21,21,0,0,138.06,1247,1.0,1.0,211,Q_CMuXKuvoU,
0,0.9855072463768114,False,,5,0,0,0,True,2,389,235.0,81,scripts/ingestion/corpus/QeRsbucrii4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,8,8,0,0,43.51999999999999,472,1.0,1.0,83,QeRsbucrii4,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/QexlGYK0DI4,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,QexlGYK0DI4,
0,0.9061202624882815,False,,5,0,0,0,True,4,452,393.0,375,scripts/ingestion/corpus/QlHMnyKYYoI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,19,19,0,0,135.31999999999996,1619,1.0,1.0,291,QlHMnyKYYoI,
1,0.9850998711340205,False,,5,0,0,0,True,9,467,411,34,scripts/ingestion/corpus/QpmmGqGoo-8,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,53,53,0,0,856.17,3436,1.0,1.0,588,QpmmGqGoo-8,
0,0.9656951610654024,False,,5,0,0,0,True,3,1454,573,103,scripts/ingestion/corpus/Qr_pw4E-REk,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,24,24,0,0,138.5,2134,1.0,1.0,404,Qr_pw4E-REk,most_paragraphs_outside_300_500_chars
1,0.9203082581662142,False,,5,0,0,0,True,4,404,371.0,225,scripts/ingestion/corpus/Qu5IQo0ghbs,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,16,16,0,0,105.09,1377,1.0,1.0,243,Qu5IQo0ghbs,
0,1.0,False,,5,0,0,0,True,10,481,393.5,50,scripts/ingestion/corpus/QzJ_Ft1de1o,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,60,60,0,0,389.3,3763,1.0,1.0,683,QzJ_Ft1de1o,
0,0.9620125277833906,False,,5,0,0,0,True,2,385,359.0,333,scripts/ingestion/corpus/R0bGNxoJ4sM,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,13,13,0,0,95.22000000000001,720,1.0,1.0,134,R0bGNxoJ4sM,
0,1.0,False,,5,0,0,0,True,2,362,282.0,202,scripts/ingestion/corpus/R3ZRYoTxhUE,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,8,8,0,0,49.86,566,1.0,1.0,82,R3ZRYoTxhUE,
0,0.9726615615830528,False,,5,0,0,0,True,6,433,369.5,21,scripts/ingestion/corpus/R5jh4Ss4fKA,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,54,54,0,0,135.90999999999997,1946,1.0,1.0,361,R5jh4Ss4fKA,
0,0.8977674624226347,False,,5,0,0,0,True,1,1370,1370,1370,scripts/ingestion/corpus/R7N_Bf14f0o,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,81.22999999999999,1370,1.0,1.0,261,R7N_Bf14f0o,most_paragraphs_outside_300_500_chars
0,0.9888928067700988,False,,5,0,0,0,True,8,546,391.0,363,scripts/ingestion/corpus/RBb_3sgOgFY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,51,51,0,0,280.45000000000005,3385,1.0,1.0,626,RBb_3sgOgFY,
0,0.1898022565554114,False,,5,0,0,0,True,1,440,440,440,scripts/ingestion/corpus/RFx74Q6Oq2c,"[""audio_only_or_silence""]",0.5,sound_only,False,0,12,12,0,0,48.28,440,1.0,1.0,150,RFx74Q6Oq2c,
0,0.8965630114566284,False,,5,0,0,0,True,6,406,380.5,207,scripts/ingestion/corpus/RGFI6v2Biq0,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,164.34,2145,1.0,1.0,383,RGFI6v2Biq0,
0,0.659106529209622,False,,5,0,0,0,True,1,295,295,295,scripts/ingestion/corpus/RMpAflHYP2g,"[""low_speech_interval_coverage_estimate=0.659""]",0.5,needs_review,False,0,4,4,0,0,19.18,295,1.0,1.0,56,RMpAflHYP2g,most_paragraphs_outside_300_500_chars
0,1.0,False,,5,0,0,0,True,6,460,390.5,305,scripts/ingestion/corpus/R_bZWZvU-r4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,43,43,0,0,199.4,2337,1.0,1.0,436,R_bZWZvU-r4,
2,0.9983567834035123,False,,5,0,0,0,True,2,1896,1200.0,504,scripts/ingestion/corpus/Rdm6ZwxZ3m4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,29,29,0,0,194.42,2402,1.0,1.0,398,Rdm6ZwxZ3m4,most_paragraphs_outside_300_500_chars
1,0.9967279758068515,False,,5,0,0,0,True,7,419,388,299,scripts/ingestion/corpus/RgE2ryZsE3s,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,47,47,0,0,201.05,2660,1.0,1.0,495,RgE2ryZsE3s,
1,0.942908593723947,False,,5,0,0,0,True,6,441,400.5,368,scripts/ingestion/corpus/RkLY_uJL0xc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,91,91,0,0,282.75,2406,1.0,1.0,445,RkLY_uJL0xc,
0,0.9753042445829623,False,,5,0,0,0,True,1,1818,1818,1818,scripts/ingestion/corpus/RvgN5Mfbd5A,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,35,35,0,0,164.29,1818,1.0,1.0,404,RvgN5Mfbd5A,most_paragraphs_outside_300_500_chars
0,0.9752095594792225,False,,5,0,0,0,True,1,1658,1658,1658,scripts/ingestion/corpus/SAt-D1YFM1Q,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,20,20,0,0,109.36000000000001,1658,1.0,1.0,293,SAt-D1YFM1Q,most_paragraphs_outside_300_500_chars
0,0.8609523809523809,False,,5,0,0,0,True,2,433,400.5,368,scripts/ingestion/corpus/SDWivCDevfE,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,63.28,803,1.0,1.0,140,SDWivCDevfE,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/SJcLsbR7ccQ,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,SJcLsbR7ccQ,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/SKII-krCBcg,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,SKII-krCBcg,
2,0.9696704878424921,False,,5,0,0,0,True,6,487,427.5,8,scripts/ingestion/corpus/SyT0Jx-ZT2g,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,31,31,0,0,188.63,2210,1.0,1.0,353,SyT0Jx-ZT2g,
1,0.9502546024285152,False,,5,0,0,0,True,43,568,400,76,scripts/ingestion/corpus/T3I8r_NU2Wk,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,459,459,0,0,1552.6399999999996,17608,1.0,1.0,3113,T3I8r_NU2Wk,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/TIZ3yFQCFfA,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,TIZ3yFQCFfA,
0,0.8581616481774961,False,,5,0,0,0,True,5,452,407,270,scripts/ingestion/corpus/TN9W-Jc7qZc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,30,30,0,0,119.13,1946,1.0,1.0,310,TN9W-Jc7qZc,
0,0.9696157283288651,False,,5,0,0,0,True,2,482,417.0,352,scripts/ingestion/corpus/TQ0TGyaByhs,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,21,21,0,0,75.95,836,1.0,1.0,141,TQ0TGyaByhs,
0,0.9941721458457861,False,,5,0,0,0,True,3,447,384,346,scripts/ingestion/corpus/TXAKaPwrBy0,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,133.06,1181,1.0,1.0,208,TXAKaPwrBy0,
7,0.981318440114138,False,,5,0,0,0,True,13,477,390,101,scripts/ingestion/corpus/T_SFXvO7ymc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,55,55,0,0,402.37,4941,1.0,1.0,846,T_SFXvO7ymc,
1,0.977409106953759,False,,5,0,0,0,True,1,1281,1281,1281,scripts/ingestion/corpus/Tc8f9ZasRRM,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,14,14,0,0,83.06999999999998,1281,1.0,1.0,244,Tc8f9ZasRRM,most_paragraphs_outside_300_500_chars
0,0.9856537435253493,False,,5,0,0,0,True,7,474,405,311,scripts/ingestion/corpus/U1qRvz3hnMA,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,24,24,0,0,313.98,2874,1.0,1.0,510,U1qRvz3hnMA,
18,0.9759633934192091,True,,5,0,0,0,True,3,13184,4266,416,scripts/ingestion/corpus/U23yKxWbIcI,"[""repetition_loop_detected: 'as you're relating to your' (count=4)""]",0.45,needs_review,True,0,233,233,0,0,1441.8200000000002,17870,1.0,1.0,3189,U23yKxWbIcI,most_paragraphs_outside_300_500_chars
1,0.9822272806863946,False,,5,0,0,0,True,4,408,371.5,309,scripts/ingestion/corpus/U4lCthMt9oY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,14,14,0,0,112.19,1466,1.0,1.0,250,U4lCthMt9oY,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/U6pcGCyOYwo,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,U6pcGCyOYwo,
3,0.9859100745371483,False,,5,0,0,0,True,6,499,412.0,91,scripts/ingestion/corpus/UDr00laBiYo,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,28,28,0,0,205.01999999999998,2267,1.0,1.0,384,UDr00laBiYo,
0,1.0,False,,5,0,0,0,True,1,128,128,128,scripts/ingestion/corpus/UJM00IqGKtc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,1,1,0,0,9.0,128,1.0,1.0,23,UJM00IqGKtc,most_paragraphs_outside_300_500_chars
0,0.8876467300167691,False,,5,0,0,0,True,1,380,380,380,scripts/ingestion/corpus/UKYZ4NtUMTw,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,5,5,0,0,31.759999999999998,380,1.0,1.0,62,UKYZ4NtUMTw,
0,0.953146877027627,False,,5,0,0,0,True,2,1524,1407.5,1291,scripts/ingestion/corpus/ULID4U_e3TU,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,70,70,0,0,279.11,2817,1.0,1.0,615,ULID4U_e3TU,most_paragraphs_outside_300_500_chars
0,0.9608409275466931,False,,5,0,0,0,True,3,423,392,367,scripts/ingestion/corpus/UNdwPjyLGn0,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,13,13,0,0,106.49,1186,1.0,1.0,225,UNdwPjyLGn0,
5,0.9892756102375156,False,,5,0,0,0,True,7,469,417,156,scripts/ingestion/corpus/UZHSssZflFQ,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,29,29,0,0,300.72,2688,1.0,1.0,470,UZHSssZflFQ,
0,0.9471592969960761,False,,5,0,0,0,True,8,523,435.5,182,scripts/ingestion/corpus/UbCEX5KBbPw,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,31,31,0,0,574.49,3266,1.0,1.0,566,UbCEX5KBbPw,
0,0.9995189995189996,False,,5,0,0,0,True,3,697,377,321,scripts/ingestion/corpus/Ud5UpU0bvjw,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,19,19,0,0,83.12,1399,1.0,1.0,254,Ud5UpU0bvjw,
1,0.9592863836729026,False,,5,0,0,0,True,9,660,379,220,scripts/ingestion/corpus/UgQV_5FjPNk,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,87,87,0,0,276.38,3558,1.0,1.0,644,UgQV_5FjPNk,
0,0.9443214300092597,False,,5,0,0,0,True,7,420,387,369,scripts/ingestion/corpus/Ul_7NL6j2ZI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,41,41,0,0,234.56,2724,1.0,1.0,500,Ul_7NL6j2ZI,
0,0.8568329718004339,False,,5,0,0,0,True,1,783,783,783,scripts/ingestion/corpus/UodtrfOmNh4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,15,15,0,0,55.30000000000001,783,1.0,1.0,147,UodtrfOmNh4,most_paragraphs_outside_300_500_chars
9,0.9990492815061874,True,,5,0,0,0,True,10,2520,588.0,434,scripts/ingestion/corpus/UpeaTtqs7Oc,"[""repetition_loop_detected: 'Say yes if it comes' (count=4)""]",0.45,needs_review,True,0,126,126,0,0,641.01,7988,1.0,1.0,1411,UpeaTtqs7Oc,
1,0.7351635355474128,False,,5,0,0,0,True,9,807,545,55,scripts/ingestion/corpus/UrVvSqKYU8c,"[""low_speech_interval_coverage_estimate=0.735""]",0.5,needs_review,False,0,50,50,0,0,379.19,4476,1.0,1.0,763,UrVvSqKYU8c,most_paragraphs_outside_300_500_chars
0,0.9195312500000001,False,,5,0,0,0,True,1,420,420,420,scripts/ingestion/corpus/UuPdfdrvpdQ,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,6,6,0,0,35.31,420,1.0,1.0,75,UuPdfdrvpdQ,
1,0.9075359864521592,False,,5,0,0,0,True,2,399,344.5,290,scripts/ingestion/corpus/V1IuTlEU1ic,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,13,13,0,0,53.589999999999996,691,1.0,1.0,124,V1IuTlEU1ic,
0,0.8641867348311584,False,,5,0,0,0,True,5,463,378,293,scripts/ingestion/corpus/V2WQ20Ocw_o,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,26,26,0,0,128.47,1928,1.0,1.0,367,V2WQ20Ocw_o,
13,0.8969286364908234,False,,5,0,0,0,True,30,2153,581.5,187,scripts/ingestion/corpus/V45jIC4RthQ,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,240,240,0,0,1506.580000000001,21478,1.0,1.0,3885,V45jIC4RthQ,most_paragraphs_outside_300_500_chars
0,0.9777385874121831,False,,5,0,0,0,True,3,472,386,176,scripts/ingestion/corpus/V5fBJwo_KQk,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,14,14,0,0,338.19,1038,1.0,1.0,182,V5fBJwo_KQk,
8,0.8329097839898347,False,,5,0,0,0,True,4,413,389.5,348,scripts/ingestion/corpus/VO3fi1c9ids,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,33,33,0,0,131.1,1546,1.0,1.0,269,VO3fi1c9ids,
0,0.9367145421903053,False,,5,0,0,0,True,1,489,489,489,scripts/ingestion/corpus/VOOf2kQpeMw,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,7,7,0,0,62.61000000000001,489,1.0,1.0,87,VOOf2kQpeMw,
0,0.9265647106380114,False,,5,0,0,0,True,5,510,414,54,scripts/ingestion/corpus/VP9mfCJBX_Y,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,25,25,0,0,137.53000000000003,1782,1.0,1.0,292,VP9mfCJBX_Y,
0,0.9806620780072107,False,,5,0,0,0,True,5,546,425,180,scripts/ingestion/corpus/VTx4G0KEuUE,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,18,18,0,0,239.36,2005,1.0,1.0,371,VTx4G0KEuUE,
1,0.9827826896230805,False,,5,0,0,0,True,8,491,391.5,243,scripts/ingestion/corpus/VbT9vgs06Gc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,33,33,0,0,295.68,3114,1.0,1.0,554,VbT9vgs06Gc,
0,0.9959246051961282,False,,5,0,0,0,True,1,180,180,180,scripts/ingestion/corpus/Vl55gfNrZmM,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,2,2,0,0,19.549999999999997,180,1.0,1.0,30,Vl55gfNrZmM,most_paragraphs_outside_300_500_chars
2,0.9926149062287435,False,,5,0,0,0,True,12,504,408.5,199,scripts/ingestion/corpus/Vr3PS2DdbDU,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,63,63,0,0,408.59999999999997,4762,1.0,1.0,815,Vr3PS2DdbDU,
1,0.96329150439925,False,,5,0,0,0,True,7,488,380,8,scripts/ingestion/corpus/VrPi2RUUXq4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,37,37,0,0,400.71000000000004,2458,1.0,1.0,439,VrPi2RUUXq4,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/Vt_CjAdzebM,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,Vt_CjAdzebM,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/Vz_fn9o_Meo,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,Vz_fn9o_Meo,
0,0.9979949037136053,False,,5,0,0,0,True,5,398,379,356,scripts/ingestion/corpus/W2ZzApmqJmo,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,28,28,0,0,238.90999999999997,1899,1.0,1.0,332,W2ZzApmqJmo,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/WLN80D-u2us,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,WLN80D-u2us,
1,0.9884489830082867,False,,5,0,0,0,True,15,534,388,347,scripts/ingestion/corpus/WOKBogNTmPI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,69,69,0,0,472.36,6043,1.0,1.0,983,WOKBogNTmPI,
0,0.9966382518909833,False,,5,0,0,0,True,4,434,406.0,109,scripts/ingestion/corpus/WO_jh3zPTr0,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,23,23,0,0,166.02,1361,1.0,1.0,248,WO_jh3zPTr0,
0,0.9866390092123727,False,,5,0,0,0,True,5,422,373,140,scripts/ingestion/corpus/WQWVnrG-wX4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,35,35,0,0,161.72,1713,1.0,1.0,322,WQWVnrG-wX4,
1,0.9939004815409309,False,,5,0,0,0,True,5,487,446,372,scripts/ingestion/corpus/WWIURef-J3s,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,27,27,0,0,185.76,2196,1.0,1.0,351,WWIURef-J3s,
0,1.0,False,,5,0,0,0,True,2,383,207.0,31,scripts/ingestion/corpus/W_KHgnxTHaY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,10,10,0,0,43.5,416,1.0,1.0,79,W_KHgnxTHaY,
0,0.975436249771995,False,,5,0,0,0,True,10,593,391.5,183,scripts/ingestion/corpus/We6ENmiSSwI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,88,88,0,0,320.86,4059,1.0,1.0,789,We6ENmiSSwI,
0,0.9996331429170379,False,,5,0,0,0,True,13,421,385,359,scripts/ingestion/corpus/WfiHrS5Kjj8,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,99,99,0,0,572.2199999999999,5072,1.0,1.0,910,WfiHrS5Kjj8,
0,0.988065057139514,False,,5,0,0,0,True,6,437,381.5,355,scripts/ingestion/corpus/WfkCDNu4SuE,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,32,32,0,0,253.32999999999998,2336,1.0,1.0,396,WfkCDNu4SuE,
2,0.7418244406196214,False,,5,0,0,0,True,1,262,262,262,scripts/ingestion/corpus/WhYY6IKaiVI,"[""low_speech_interval_coverage_estimate=0.742""]",0.5,needs_review,False,0,4,4,0,0,21.55,262,1.0,1.0,42,WhYY6IKaiVI,most_paragraphs_outside_300_500_chars
2,0.9517241379310344,False,,5,0,0,0,True,3,458,436,238,scripts/ingestion/corpus/WkkKW_mbWQI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,19,19,0,0,96.6,1136,1.0,1.0,209,WkkKW_mbWQI,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/WlIW6LkFLp4,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,WlIW6LkFLp4,
0,0.9996521739130435,False,,5,0,0,0,True,2,379,353.0,327,scripts/ingestion/corpus/WtRGXnnGiVE,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,8,8,0,0,57.480000000000004,708,1.0,1.0,129,WtRGXnnGiVE,
0,1.0,False,,5,0,0,0,True,2,383,224.5,66,scripts/ingestion/corpus/Wua3xtO-oys,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,8,8,0,0,38.39,451,1.0,1.0,85,Wua3xtO-oys,
0,0.9565488565488565,False,,5,0,0,0,True,3,410,368,135,scripts/ingestion/corpus/WwgBOejW_pI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,92.02,917,1.0,1.0,164,WwgBOejW_pI,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/WyRSqoqHWF0,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,WyRSqoqHWF0,
0,0.9975212302042691,False,,5,0,0,0,True,18,440,383.0,56,scripts/ingestion/corpus/X-m1fDzX5Rc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,169,169,0,0,434.62,6746,1.0,1.0,1291,X-m1fDzX5Rc,
1,0.8991001124859395,False,,5,0,0,0,True,8,730,507.5,115,scripts/ingestion/corpus/X1mtpheWDhs,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,47,47,0,0,319.7200000000001,4058,1.0,1.0,741,X1mtpheWDhs,most_paragraphs_outside_300_500_chars
7,0.9950259836674091,True,,5,0,0,0,True,12,430,368.5,98,scripts/ingestion/corpus/X3LKG0Ycl3A,"[""repetition_loop_detected: 'that you want to manifest' (count=4)""]",0.45,needs_review,True,0,75,75,0,0,938.21,4353,1.0,1.0,786,X3LKG0Ycl3A,
0,0.9363636363636363,False,,5,0,0,0,True,1,3,3,3,scripts/ingestion/corpus/XEFWnanCtk8,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,1,1,0,0,2.06,3,1.0,1.0,1,XEFWnanCtk8,most_paragraphs_outside_300_500_chars
1,0.9861293685689678,False,,5,0,0,0,True,8,434,383.0,246,scripts/ingestion/corpus/XFFgRTgP8Rs,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,39,39,0,0,217.55,3020,1.0,1.0,587,XFFgRTgP8Rs,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/XFZOr_5-0F0,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,XFZOr_5-0F0,
1,0.9840184529203394,False,,5,0,0,0,True,2,1523,866.0,209,scripts/ingestion/corpus/XK2Wna2YG6Y,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,23,23,0,0,716.7,1734,1.0,1.0,297,XK2Wna2YG6Y,most_paragraphs_outside_300_500_chars
0,1.0,False,,5,0,0,0,True,8,435,404.0,135,scripts/ingestion/corpus/XMzZe5aEmTo,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,82,82,0,0,261.9,2986,1.0,1.0,534,XMzZe5aEmTo,
0,0.9635472888815081,False,,5,0,0,0,True,1,1271,1271,1271,scripts/ingestion/corpus/XS9EXhxRbi8,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,15,15,0,0,116.04000000000002,1271,1.0,1.0,227,XS9EXhxRbi8,most_paragraphs_outside_300_500_chars
0,0.9621247113163972,False,,5,0,0,0,True,3,447,435,383,scripts/ingestion/corpus/XcE2G9J8U_4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,12,12,0,0,83.32,1269,1.0,1.0,232,XcE2G9J8U_4,
0,0.8995166019494413,False,,5,0,0,0,True,3,763,381,226,scripts/ingestion/corpus/XhV7FuKtZnY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,113.50999999999999,1374,1.0,1.0,237,XhV7FuKtZnY,most_paragraphs_outside_300_500_chars
0,0.9532388265406576,False,,5,0,0,0,True,2,388,372.5,357,scripts/ingestion/corpus/Xk1KsO3efP4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,12,12,0,0,96.83,747,1.0,1.0,141,Xk1KsO3efP4,
0,0.9292789480513863,False,,5,0,0,0,True,5,402,372,224,scripts/ingestion/corpus/XmkNwgkMC3U,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,36,36,0,0,644.5200000000001,1758,1.0,1.0,319,XmkNwgkMC3U,
0,1.0,False,,5,0,0,0,True,4,408,393.5,263,scripts/ingestion/corpus/XsbGYVBY92c,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,20,20,0,0,113.97,1464,1.0,1.0,254,XsbGYVBY92c,
0,0.9810236433062058,True,,5,0,0,0,True,13,712,442,212,scripts/ingestion/corpus/XzS56RqIxeE,"[""repetition_loop_detected: 'How do we connect? I' (count=4)""]",0.45,needs_review,True,0,166,166,0,0,508.69999999999993,5814,1.0,1.0,1027,XzS56RqIxeE,
1,0.8588504920684851,False,,5,0,0,0,True,2,2292,1661.5,1031,scripts/ingestion/corpus/Y7bp-LlC3CM,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,43,43,0,0,191.11999999999998,3325,1.0,1.0,646,Y7bp-LlC3CM,most_paragraphs_outside_300_500_chars
9,0.9210628847502533,False,,5,0,0,0,True,8,987,535.5,358,scripts/ingestion/corpus/Y7p7jHP0Ii0,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,53,53,0,0,354.6,4716,1.0,1.0,819,Y7p7jHP0Ii0,most_paragraphs_outside_300_500_chars
0,0.9824146593763852,False,,5,0,0,0,True,5,439,379,146,scripts/ingestion/corpus/YEPXAy-jyVo,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,44,44,0,0,132.95999999999998,1748,1.0,1.0,306,YEPXAy-jyVo,
1,0.8999438675273644,False,,5,0,0,0,True,2,611,368.5,126,scripts/ingestion/corpus/YZaEmcxvYvc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,9,9,0,0,64.13,739,1.0,1.0,118,YZaEmcxvYvc,most_paragraphs_outside_300_500_chars
0,0.9564037248924708,True,,5,0,0,0,True,2,3309,1837.0,365,scripts/ingestion/corpus/Yf4Pld6UEdg,"[""repetition_loop_detected: 'Some feel they're successful if' (count=4)""]",0.45,needs_review,True,0,39,39,0,0,229.03,3676,1.0,1.0,706,Yf4Pld6UEdg,
0,0.8478260869565217,False,,5,0,0,0,True,3,372,364,214,scripts/ingestion/corpus/Yfi6-_lYa58,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,21,21,0,0,73.71,954,1.0,1.0,193,Yfi6-_lYa58,
3,0.9447013933051973,False,,5,0,0,0,True,5,1663,697,434,scripts/ingestion/corpus/YguId6pF5KI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,53,53,0,0,326.80999999999995,4744,1.0,1.0,894,YguId6pF5KI,most_paragraphs_outside_300_500_chars
4,0.9472795834081522,False,,5,0,0,0,True,50,491,391.0,204,scripts/ingestion/corpus/YkIBYppBtro,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,335,335,0,0,1582.62,20056,1.0,1.0,3597,YkIBYppBtro,
